"geography_code","supergroup_code","group_code","supergroup_name","group_name"
"E01020771",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020777",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020739",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020788",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020789",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020790",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020792",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020793",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020795",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020819",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020809",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020807",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020820",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020842",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020797",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020798",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020799",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020823",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020836",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020805",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020802",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020838",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020839",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020840",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020841",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020816",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020844",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020847",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020849",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020825",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020831",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020834",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020824",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020845",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020856",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020860",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020852",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01020876",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020878",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020892",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020894",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020898",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020873",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020901",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020902",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020868",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01020869",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01020874",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020880",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020872",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01020895",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020897",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020884",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020885",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020907",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020908",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01020909",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01011954",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01033467",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01011952",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01011953",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01011991",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01011992",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01011993",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01011994",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01011955",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01011957",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01032540",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01032541",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01033466",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01011973",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01011974",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01011975",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01011976",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01011951",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01011999",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012000",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01011950",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01011987",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01012001",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01011949",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01011980",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01011981",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01011988",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01011989",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01011961",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01011962",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01011977",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01011978",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01011979",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01012092",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012094",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012058",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012059",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012060",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012061",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012036",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012037",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012038",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01012039",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012040",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012041",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012074",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01012075",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01012076",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012077",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01012088",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012078",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012081",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01012027",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01033469",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01012015",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012016",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012017",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01012089",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012090",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012091",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01012011",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012013",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01012014",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01012056",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01012057",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01012082",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01012083",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01012084",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012085",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01012018",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012019",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012020",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01012021",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01012050",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01012051",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01012042",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01012044",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012045",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01012031",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01012033",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01012035",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027359",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01033715",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01027363",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027376",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027385",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027387",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01027388",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027392",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01027393",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027416",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01027424",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027415",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01027431",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01027442",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01027422",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027423",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027429",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027426",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027427",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027398",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01027411",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027412",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027395",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027396",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01027397",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027421",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027433",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01027443",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027451",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027462",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027453",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01027461",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01033718",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01027493",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027498",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027500",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01027542",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027543",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027528",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01027539",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027545",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027546",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027533",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01027540",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01027524",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01027525",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027527",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027537",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027534",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027553",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01027515",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01027518",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
